VATTENID,MS_CD,EU_CD,VF,NAMN,LOKAL,Region,Ndatum1,DATUM1,Anno,KVALITET,BONETYP,NBONET,NpueBtotal,NpueBAbb,NpueBGäd,NpueBMör,NpueBRöd,Narter,Nrader,RT90X,RT90Y,S99TM_N,S99TM_E,WGS84_N,WGS84_E
674570-141911,WA24280365,NW674570-141911,N,Rädsjön,Hela sjön,Norra,16,20220814,2022,Inven,Bnord12,24,61.56,56.46, , ,1.28,4,4,6745700,1419110,6742906,462930,60.81978,14.31844
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,19940717,1994,Inven,Bnord12,24,15.00, , , ,1.62,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,19950713,1995,Inven,Bnord12,24,11.22, , , ,1.50,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,19960724,1996,Inven,Bnord12,24,12.16, , , ,1.26,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,19970816,1997,Inven,Bnord12,24,18.49, , , ,0.98,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,19980728,1998,Inven,Bnord12,24,13.23, , , ,0.45,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,19990715,1999,Inven,Bnord12,24,12.73, , , ,0.96,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20000810,2000,Inven,Bnord12,24,14.22, , , ,0.89,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20010807,2001,Inven,Bnord12,24,10.06, , , ,0.24,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20020806,2002,Inven,Bnord12,24,11.32, , , ,0.34,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20030728,2003,Inven,Bnord12,24,18.51, , , ,0.79,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20040719,2004,Inven,Bnord12,24,12.32, , , ,0.83,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20050802,2005,Inven,Bnord12,24,15.10, , , ,1.77,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20060807,2006,Inven,Bnord12,24,19.34, , , ,0.24,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20070720,2007,Inven,Bnord12,24,13.87, , , ,0.34,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20080718,2008,Inven,Bnord12,24,13.92, , , ,0.13,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20090729,2009,Inven,Bnord12,24,11.38, , , ,0.79,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20100801,2010,Inven,Bnord12,24,10.11, , , ,1.26,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20110719,2011,Inven,Bnord12,24,11.11, , , ,0.59,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20120802,2012,Inven,Bnord12,24,9.38, , , ,0.45,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20130809,2013,Inven,Bnord12,24,7.58, , , ,0.37,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20140807,2014,Inven,Bnord12,24,9.52, , , ,0.26,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20150720,2015,Inven,Bnord12,24,7.63, , , ,0.20,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20160811,2016,Inven,Bnord12,24,8.33, , , ,0.20,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20170801,2017,Inven,Bnord12,24,8.40, , , ,0.91,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20180724,2018,Inven,Bnord12,24,19.35, , , ,0.45,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20190808,2019,Inven,Bnord12,24,18.85, , , ,0.76,4,4,6802350,1417990,6799512,461113,61.32775,14.27349
680235-141799,WA63146294,SE680235-141799,Y,Bösjön,Hela sjön,Norra,27,20210804,2021,Inven,Bnord12,24,18.91, , , ,0.62,3,4,6802350,1417990,6799512,461113,61.32775,14.27349
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,19940724,1994,Stand,Bnord12,8,0.00, , , ,0.00,0,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,19950716,1995,Stand,Bnord12,8,0.00, , , ,0.00,0,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,19960711,1996,Inven,Bnord12,5,0.00, , , ,0.00,0,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,19970812,1997,Stand,Bnord12,8,0.50, , , ,0.50,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,19980807,1998,Stand,Bnord12,8,0.32, , , ,0.32,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,19990713,1999,Stand,Bnord12,8,0.25, , , ,0.25,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20000820,2000,Stand,Bnord12,8,0.18, , , ,0.18,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20010804,2001,Stand,Bnord12,8,1.41, , , ,1.41,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20020802,2002,Stand,Bnord12,8,3.64, , , ,3.64,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20030725,2003,Stand,Bnord12,8,11.25, , , ,11.25,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20040715,2004,Stand,Bnord12,8,4.14, , , ,4.14,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20050731,2005,Stand,Bnord12,8,13.77, , , ,13.77,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20060803,2006,Stand,Bnord12,8,17.58, , , ,17.58,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20070726,2007,Stand,Bnord12,8,18.59, , , ,18.59,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20080725,2008,Stand,Bnord12,8,10.83, , , ,10.83,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20090726,2009,Stand,Bnord12,8,13.12, , , ,13.12,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20100727,2010,Stand,Bnord12,8,8.93, , , ,8.93,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20110717,2011,Stand,Bnord12,8,6.49, , , ,6.49,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20120728,2012,Stand,Bnord12,8,5.97, , , ,5.97,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,Fjällen,20,20170724,2017,Stand,Bnord12,8,6.15, , , ,6.15,1,1,6833370,1337850,6829523,380637,61.58063,12.75160
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,19940724,1994,Stand,Bnord12,8,19.11, , , ,19.11,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,19950717,1995,Stand,Bnord12,8,19.14, , , ,19.14,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,19960710,1996,Stand,Bnord12,8,5.36, , , ,5.36,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,19970813,1997,Stand,Bnord12,8,45.87, , , ,45.87,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,19980808,1998,Stand,Bnord12,8,53.76, , , ,53.76,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,19990714,1999,Stand,Bnord12,8,31.90, , , ,31.90,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20000819,2000,Stand,Bnord12,8,45.56, , , ,45.56,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20010803,2001,Stand,Bnord12,8,34.54, , , ,34.54,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20020803,2002,Stand,Bnord12,8,64.07, , , ,64.07,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20030726,2003,Stand,Bnord12,8,40.73, , , ,40.73,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20040713,2004,Stand,Bnord12,8,7.44, , , ,7.44,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20050729,2005,Stand,Bnord12,8,22.50, , , ,22.50,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20060805,2006,Stand,Bnord12,8,37.14, , , ,37.14,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20070724,2007,Stand,Bnord12,8,25.27, , , ,24.71,2,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20080723,2008,Stand,Bnord12,8,29.18, , , ,29.18,1,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20090724,2009,Stand,Bnord12,8,36.31, , , ,35.32,2,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20100728,2010,Stand,Bnord12,8,58.42, , , ,57.68,2,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20110715,2011,Stand,Bnord12,8,26.91, , , ,25.73,2,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20120726,2012,Stand,Bnord12,8,53.15, , , ,43.05,2,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,Fjällen,20,20170725,2017,Stand,Bnord12,8,81.71, , , ,26.25,2,2,6834210,1337420,6830357,380196,61.58797,12.74277
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,19940707,1994,Stand,Bnord12,16,20.78,20.31,0.23,0.06, ,4,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,19950812,1995,Stand,Bnord12,16,11.32,11.02,0.10,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,19960807,1996,Stand,Bnord12,16,11.56,11.10,0.38,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,19970827,1997,Stand,Bnord12,16,20.53,20.15,0.16,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,19980807,1998,Stand,Bnord12,16,9.01,8.82,0.16,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,19990818,1999,Stand,Bnord12,16,17.83,17.20,0.52,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20000807,2000,Stand,Bnord12,16,8.66,8.38,0.25,0.00, ,4,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20010730,2001,Stand,Bnord12,16,13.29,13.10,0.10,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20020811,2002,Stand,Bnord12,16,12.25,11.46,0.29,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20030807,2003,Stand,Bnord12,16,17.53,16.13,0.20,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20040730,2004,Stand,Bnord12,16,14.20,13.56,0.34,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20050727,2005,Stand,Bnord12,16,13.71,13.31,0.36,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20060713,2006,Stand,Bnord12,16,12.89,12.40,0.45,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20070728,2007,Stand,Bnord12,16,22.04,21.13,0.57,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20080807,2008,Stand,Bnord12,16,7.55,7.26,0.26,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20090810,2009,Stand,Bnord12,16,7.86,7.14,0.25,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20100810,2010,Stand,Bnord12,16,7.61,7.01,0.32,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20110813,2011,Stand,Bnord12,16,7.13,6.18,0.13,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20120806,2012,Stand,Bnord12,16,11.26,11.09,0.10,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20130805,2013,Stand,Bnord12,16,13.09,12.96,0.13,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20140813,2014,Stand,Bnord12,16,8.19,7.72,0.16,0.00, ,4,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20150822,2015,Stand,Bnord12,16,12.04,11.50,0.29,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20160812,2016,Stand,Bnord12,16,6.36,6.04,0.32,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20170819,2017,Stand,Bnord12,16,4.01,3.74,0.06,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20180819,2018,Stand,Bnord12,16,10.59,10.08,0.13,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20190815,2019,Stand,Bnord12,16,7.16,6.74,0.19,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20200816,2020,Stand,Bnord12,16,11.22,10.10,0.37,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,Norra,29,20220814,2022,Stand,Bnord12,16,7.32,6.97,0.06,0.00, ,3,6,6835820,1549350,6834529,591974,61.63310,16.73538
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,19940802,1994,Stand,Bnord12,24,25.86,16.78,0.16,8.92, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,19950810,1995,Stand,Bnord12,24,25.89,13.59,0.12,12.18, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,19960809,1996,Stand,Bnord12,24,23.28,12.54,0.04,10.70, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,19970824,1997,Stand,Bnord12,24,25.82,15.50,0.15,10.18, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,19980809,1998,Stand,Bnord12,24,19.41,12.77,0.12,6.51, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,19990816,1999,Stand,Bnord12,24,24.47,13.00,0.27,11.16, ,4,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20000811,2000,Stand,Bnord12,24,24.40,15.87,0.33,8.19, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20010802,2001,Stand,Bnord12,24,36.17,22.34,0.08,13.75, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20020814,2002,Stand,Bnord12,24,34.84,26.59,0.20,8.05, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20030810,2003,Stand,Bnord12,24,34.43,27.32,0.12,7.00, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20040802,2004,Stand,Bnord12,24,31.65,21.83,0.21,9.61, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20050729,2005,Stand,Bnord12,24,29.83,22.28,0.15,7.39, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20060715,2006,Stand,Bnord12,24,42.96,34.13,0.16,8.67, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20070730,2007,Stand,Bnord12,24,31.31,24.36,0.23,6.72, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20080810,2008,Stand,Bnord12,24,30.50,21.18,0.13,9.19, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20090813,2009,Stand,Bnord12,24,24.31,16.22,0.08,8.02, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20100813,2010,Stand,Bnord12,24,24.13,18.84,0.00,5.30, ,2,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20110817,2011,Stand,Bnord12,24,24.82,18.08,0.12,6.62, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20120809,2012,Stand,Bnord12,24,30.42,23.56,0.28,6.57, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20130807,2013,Stand,Bnord12,24,32.34,25.72,0.31,6.31, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20140816,2014,Stand,Bnord12,24,30.04,20.05,0.12,9.87, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20150824,2015,Stand,Bnord12,24,29.71,21.68,0.17,7.87, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20160814,2016,Stand,Bnord12,24,39.83,31.40,0.15,8.28, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20170822,2017,Stand,Bnord12,23,27.52,21.28,0.09,6.15, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20180821,2018,Stand,Bnord12,24,24.86,17.59,0.15,7.13, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20190818,2019,Stand,Bnord12,24,19.45,13.55,0.23,5.67, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20200819,2020,Stand,Bnord12,24,23.78,18.15,0.09,5.54, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20210822,2021,Stand,Bnord12,24,22.38,16.96,0.07,5.36, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,Norra,29,20220809,2022,Stand,Bnord12,24,34.14,27.04,0.20,6.90, ,3,4,6836730,1540830,6835394,583469,61.64275,16.57529
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,Norra,18,20020729,2002,Stand,Bnord12,16,6.24, , , ,2.41,2,2,7060830,1322870,7056538,362844,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,Norra,18,20050725,2005,Stand,Bnord12,16,8.98, , , ,4.59,2,2,7060830,1322870,7056538,362844,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,Norra,18,20070724,2007,Stand,Bnord12,16,7.74, , , ,3.80,2,2,7060830,1322870,7056538,362844,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,Norra,18,20080724,2008,Stand,Bnord12,16,5.90, , , ,3.63,2,2,7060830,1322870,7056538,362844,63.61114,12.23319
