VATTENID,MS_CD,EU_CD,VF,NAMN,LOKAL,Region,Ndatum1,DATUM1,Anno,KVALITET,BONETYP,NBONET,NpueBtotal,NpueBAbb,NpueBGäd,NpueBMör,NpueBRöd,Narter,Nrader,RT90X,RT90Y,S99TM_N,S99TM_E,WGS84_N,WGS84_E
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20100919,2010,Inven,Bnord12,40,77.25,48.75,0.00,22.35, ,8,10,6196260,1355650,6193026,406084,55.87356,13.49899
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20110919,2011,Inven,Bnord12,40,32.43,18.50,0.00,12.03, ,5,10,6196260,1355650,6193026,406084,55.87356,13.49899
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20120916,2012,Stand,Bnord12,40,40.48,19.85,0.00,18.75, ,4,10,6196260,1355650,6193026,406084,55.87356,13.49899
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20130915,2013,Stand,Bnord12,40,73.00,35.05,0.00,34.23, ,8,10,6196260,1355650,6193026,406084,55.87356,13.49899
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20140921,2014,Stand,Bnord12,40,82.73,43.75,0.00,36.60, ,6,10,6196260,1355650,6193026,406084,55.87356,13.49899
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20150920,2015,Stand,Bnord12,40,45.78,28.23,0.00,12.73, ,5,10,6196260,1355650,6193026,406084,55.87356,13.49899
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20160918,2016,Stand,Bnord12,40,59.43,31.08,0.10,25.13, ,8,10,6196260,1355650,6193026,406084,55.87356,13.49899
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20170918,2017,Stand,Bnord12,40,123.80,90.13,0.00,31.50, ,5,10,6196260,1355650,6193026,406084,55.87356,13.49899
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20180910,2018,Stand,Bnord12,40,84.48,60.85,0.00,17.73, ,6,10,6196260,1355650,6193026,406084,55.87356,13.49899
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20190915,2019,Stand,Bnord12,40,114.35,85.78,0.03,24.13, ,7,10,6196260,1355650,6193026,406084,55.87356,13.49899
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20200914,2020,Stand,Bnord12,40,101.23,78.65,0.03,20.13, ,8,10,6196260,1355650,6193026,406084,55.87356,13.49899
619626-135565,WA84415746,SE619626-135565,Y,Östra Ringsjön,Hela sjön,Södra,12,20210913,2021,Stand,Bnord12,40,100.83,66.60,0.00,29.03, ,8,10,6196260,1355650,6193026,406084,55.87356,13.49899
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20020916,2002,Stand,Bnord12,24,195.33,75.83,0.00,114.92, ,6,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20060918,2006,Stand,Bnord12,24,238.79,122.46,0.13,107.00, ,6,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20070909,2007,Stand,Bnord12,24,109.04,43.50,0.00,54.58, ,4,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20090909,2009,Stand,Bnord12,24,135.25,76.25,0.00,51.42, ,5,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20100914,2010,Inven,Bnord12,24,197.13,126.17,0.13,59.21, ,6,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20110913,2011,Stand,Bnord12,24,211.50,147.50,0.00,58.96, ,5,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20120909,2012,Stand,Bnord12,24,164.04,72.67,0.04,84.25, ,6,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20130908,2013,Stand,Bnord12,24,215.83,120.04,0.04,88.63, ,6,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20140916,2014,Stand,Bnord12,24,232.08,117.88,0.04,105.21, ,6,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20150915,2015,Stand,Bnord12,24,157.38,100.92,0.04,53.33, ,6,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20160913,2016,Stand,Bnord12,24,305.63,184.21,0.04,111.96, ,6,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20170911,2017,Stand,Bnord12,24,133.58,81.25,0.04,41.71, ,7,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20180903,2018,Stand,Bnord12,24,239.79,116.79,0.04,81.21, ,7,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20190909,2019,Stand,Bnord12,24,277.00,186.96,0.04,71.04, ,8,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20200907,2020,Stand,Bnord12,24,157.04,113.83,0.00,40.92, ,4,11,6200620,1352240,6197344,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,Södra,16,20210906,2021,Stand,Bnord12,24,197.29,159.42,0.04,36.08, ,6,11,6200620,1352240,6197344,402625,55.91165,13.44218
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,19940914,1994,Stand,Bnord12,32,219.84,156.41,0.03,42.66, ,10,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20080909,2008,Stand,Bnord12,32,68.00,28.34,0.00,15.66, ,7,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20090904,2009,Stand,Bnord12,32,107.72,44.59,0.00,30.53, ,9,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20120902,2012,Stand,Bnord12,32,102.31,53.66,0.00,20.72, ,9,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20130901,2013,Stand,Bnord12,32,89.47,39.78,0.00,24.38, ,10,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20140909,2014,Stand,Bnord12,32,138.53,76.59,0.03,30.41, ,9,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20150906,2015,Stand,Bnord12,32,89.28,44.91,0.09,24.63, ,9,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20160908,2016,Stand,Bnord12,32,139.28,72.59,0.03,41.88, ,10,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20170908,2017,Stand,Bnord12,32,181.56,97.69,0.06,49.03, ,11,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20180906,2018,Stand,Bnord12,32,93.97,46.00,0.09,29.13, ,10,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20190906,2019,Stand,Bnord12,32,104.16,46.88,0.00,43.56, ,10,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20200904,2020,Stand,Bnord12,32,161.00,102.72,0.00,35.69, ,10,12,6227310,1369200,6224182,419215,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,Södra,13,20210903,2021,Stand,Bnord12,32,146.97,65.81,0.09,47.25, ,9,12,6227310,1369200,6224182,419215,56.15611,13.70018
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,19940707,1994,Stand,Bnord12,8,9.25,5.34,0.00,3.72, ,4,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,19950710,1995,Stand,Bnord12,8,1.95,1.64,0.00,0.31, ,2,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,19960709,1996,Stand,Bnord12,8,5.78,2.68,0.00,2.17, ,3,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,19970708,1997,Stand,Bnord12,8,3.71,2.57,0.00,1.03, ,3,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,19980729,1998,Stand,Bnord12,8,4.94,2.99,0.09,1.86, ,3,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,19990814,1999,Stand,Bnord12,8,10.93,4.21,0.10,5.89, ,5,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20000719,2000,Stand,Bnord12,8,11.64,6.19,0.20,3.91, ,5,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20010730,2001,Stand,Bnord12,8,4.33,1.64,0.10,2.27, ,5,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20020716,2002,Stand,Bnord12,8,9.36,4.10,0.20,3.51, ,5,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20030722,2003,Stand,Bnord12,8,10.25,5.51,0.20,3.00, ,5,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20040713,2004,Stand,Bnord12,8,12.11,6.86,0.00,2.25, ,4,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20050725,2005,Stand,Bnord12,8,8.67,6.09,0.00,0.93, ,5,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20060804,2006,Stand,Bnord12,8,10.18,3.68,0.09,2.89, ,5,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20070712,2007,Stand,Bnord12,8,6.89,3.92,0.00,0.83, ,4,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20080710,2008,Stand,Bnord12,8,4.93,3.17,0.21,1.34, ,5,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20090712,2009,Stand,Bnord12,8,8.33,6.07,0.10,2.06, ,4,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20100715,2010,Stand,Bnord12,8,11.08,9.01,0.00,1.14, ,3,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20110725,2011,Stand,Bnord12,8,5.83,3.87,0.00,1.65, ,4,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20120729,2012,Stand,Bnord12,8,8.12,6.78,0.00,0.93, ,3,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20130808,2013,Stand,Bnord12,8,9.44,6.35,0.09,2.58, ,4,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20140718,2014,Stand,Bnord12,8,10.00,4.63,0.10,3.10, ,4,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20150714,2015,Stand,Bnord12,8,8.54,3.78,0.00,3.41, ,3,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20160728,2016,Stand,Bnord12,8,10.54,6.31,0.00,3.31, ,5,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20170728,2017,Stand,Bnord12,8,13.62,9.90,0.00,1.86, ,4,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20180730,2018,Stand,Bnord12,8,7.21,4.32,0.00,1.65, ,3,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20190806,2019,Stand,Bnord12,8,13.67,8.63,0.09,4.42, ,5,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20200722,2020,Stand,Bnord12,8,8.43,3.58,0.00,2.27, ,3,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20210721,2021,Stand,Bnord12,8,11.34,4.66,0.09,2.35, ,4,5,6274430,1495260,6272787,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,Södra,29,20220817,2022,Stand,Bnord12,8,15.03,7.04,0.10,1.17, ,4,5,6274430,1495260,6272787,544705,56.59719,15.72807
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,19940706,1994,Stand,Bnord12,16,56.93,27.93,0.52,26.29, ,6,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,19950721,1995,Stand,Bnord12,16,56.07,32.64,0.29,22.49, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,19960719,1996,Stand,Bnord12,16,53.52,24.64,0.24,24.23, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,19970713,1997,Stand,Bnord12,16,66.73,21.74,0.54,41.58, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,19980802,1998,Stand,Bnord12,16,45.75,28.87,0.14,12.98, ,6,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,19990819,1999,Stand,Bnord12,16,38.79,22.58,0.11,14.88, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20000812,2000,Stand,Bnord12,16,53.88,28.13,0.19,24.94, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20010714,2001,Stand,Bnord12,16,44.68,25.85,0.32,17.03, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20020724,2002,Stand,Bnord12,16,50.05,29.98,0.27,19.44, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20030808,2003,Stand,Bnord12,16,69.38,44.36,0.33,20.67, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20040808,2004,Stand,Bnord12,16,61.71,46.55,0.11,13.24, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20050807,2005,Stand,Bnord12,16,64.35,38.61,0.25,24.54, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20060805,2006,Stand,Bnord12,16,44.44,22.26,0.14,19.83, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20070806,2007,Stand,Bnord12,16,36.39,20.05,0.05,13.50, ,4,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20080803,2008,Stand,Bnord12,16,48.54,23.00,0.11,24.28, ,4,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20090801,2009,Stand,Bnord12,16,58.95,40.97,0.46,13.78, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20100813,2010,Stand,Bnord12,16,41.74,27.87,0.00,12.33, ,4,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20110719,2011,Stand,Bnord12,16,53.14,28.45,0.08,20.79, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20120806,2012,Stand,Bnord12,16,50.46,28.83,0.16,19.03, ,6,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20130723,2013,Stand,Bnord12,16,49.84,24.70,0.08,21.95, ,4,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20140810,2014,Stand,Bnord12,16,48.10,31.22,0.05,15.52, ,4,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20150807,2015,Stand,Bnord12,16,40.73,25.56,0.24,13.94, ,6,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20160719,2016,Stand,Bnord12,16,58.10,39.56,0.25,17.59, ,6,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20170718,2017,Stand,Bnord12,16,72.57,50.75,0.13,20.83, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20180720,2018,Stand,Bnord12,16,54.31,26.87,0.05,25.37, ,4,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20190722,2019,Stand,Bnord12,16,55.38,34.77,0.16,19.22, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20200715,2020,Stand,Bnord12,16,72.46,35.07,0.05,32.77, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20210804,2021,Stand,Bnord12,16,65.40,35.51,0.21,28.77, ,5,8,6286060,1332050,6282457,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,Södra,29,20220821,2022,Stand,Bnord12,16,71.04,32.46,0.00,37.03, ,4,8,6286060,1332050,6282457,381477,56.67118,13.06582
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,19940710,1994,Stand,Bnord12,16,11.50,5.46,0.04,4.82, ,5,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,19950717,1995,Stand,Bnord12,16,7.90,4.19,0.08,3.11, ,5,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,19960717,1996,Stand,Bnord12,16,10.56,2.84,0.04,6.29, ,7,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,19970717,1997,Stand,Bnord12,16,9.59,5.10,0.04,3.84, ,5,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,19980804,1998,Stand,Bnord12,16,8.44,4.39,0.00,2.15, ,5,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,19990816,1999,Stand,Bnord12,16,5.60,2.71,0.00,1.96, ,5,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,20000818,2000,Stand,Bnord12,16,11.05,7.23,0.04,2.84, ,5,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,20010717,2001,Stand,Bnord12,16,9.01,4.66,0.08,3.49, ,6,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,20020731,2002,Stand,Bnord12,16,11.41,5.22,0.04,5.05, ,5,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,20030811,2003,Stand,Bnord12,16,9.92,4.80,0.08,4.49, ,5,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,20040812,2004,Stand,Bnord12,16,9.20,5.59,0.12,2.87, ,6,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,20050809,2005,Stand,Bnord12,16,8.73,4.92,0.08,3.20, ,5,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,20060809,2006,Stand,Bnord12,16,6.92,3.48,0.04,1.95, ,6,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,20070808,2007,Stand,Bnord12,16,7.53,3.63,0.04,2.67, ,6,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,20080806,2008,Stand,Bnord12,16,7.70,5.22,0.00,1.65, ,5,7,6294890,1339060,6291400,388350,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,Södra,16,20090805,2009,Stand,Bnord12,16,6.95,4.28,0.04,2.38, ,5,7,6294890,1339060,6291400,388350,56.75317,13.17401
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,19940802,1994,Stand,Bnord12,24,45.65,27.11,0.00,16.48, ,3,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,19950806,1995,Stand,Bnord12,24,31.61,17.30,0.00,13.52, ,3,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,19960726,1996,Stand,Bnord12,24,33.81,24.03,0.05,7.66, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,19970724,1997,Stand,Bnord12,24,41.92,29.05,0.03,11.32, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,19980728,1998,Stand,Bnord12,24,43.54,36.07,0.00,5.51, ,3,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,19990803,1999,Stand,Bnord12,24,41.32,33.80,0.00,5.82, ,3,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20000711,2000,Stand,Bnord12,24,33.67,28.80,0.20,3.99, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20010720,2001,Stand,Bnord12,24,29.36,21.89,0.05,4.18, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20020807,2002,Stand,Bnord12,24,27.47,21.33,0.00,3.35, ,3,4,6330250,1422670,6327724,471494,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,Södra,29,20030722,2003,Stand,Bnord12,24,34.47,25.48,0.05,7.39, ,4,4,6330250,1422670,6327724,471494,57.09199,14.52957
